Processor;image.ID;sheet name;sheet and slide number;Title;Title.object;Title.workType;Title.workType;Title.workType;Title.imageView;Location.type;Location.country;Location.state-province;Location.city-county;Location.repository;Location.ARTSTOR;creator.Name;creator.Nationality;creator.Dates;creator.Role;creator.NameSource;creator.Display;creator.Name;creator.Nationality;creator.Dates;creator.Role;creator.NameSource;creator.Display;creator.Name;creator.Nationality;creator.Dates;creator.Role;creator.NameSource;creator.Display;Date.earliest;Date.latest;Date.display;Date.stylePeriod;Date.stylePeriod.source;Date.stylePeriod;Date.stylePeriod.source;#culturalContext;#culturalContext.source;keyword;Subject.source;keyword;Subject.source;keyword;Subject.source;Source.photographer;source.Contributor;Source.institutionalContributor;Source.date;Source.Displaydate;dateScanned;dateProcessed;Rights
Hillel;2000029;Germany Bayreuth Ermitage;;Eremitage;;Designed Landscapes;;;general view;current site;Germany;Bayern;Bayreuth;Foundation for Landscape Studies;7000084;Räntz, Johann David ;German;1690-1735;architect;ulan;Johann David Räntz;;;;;;;;;;;;;1715;;18th century;Rococo;aat;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;06/24/08;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000030;Germany Bayreuth Ermitage;;Eremitage;;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Bayern;Bayreuth;Foundation for Landscape Studies;7000084;Räntz, Johann David ;German;1690-1735;architect;ulan;Johann David Räntz;;;;;;;;;;;;;1715;;18th century;Rococo;aat;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;06/24/08;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000031;Germany Bayreuth Ermitage;;Eremitage;;Designed Landscapes;;;general view;current site;Germany;Bayern;Bayreuth;Foundation for Landscape Studies;7000084;Räntz, Johann David ;German;1690-1735;architect;ulan;Johann David Räntz;;;;;;;;;;;;;1715;;18th century;Rococo;aat;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;06/24/08;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000032;Germany Bayreuth Sanspareil;;Sanspariel Rock Garden;;Designed Landscapes;;;general view;current site;Germany;Bayern;Zwernitz Castle;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1744;;18th century;Neoclassical;aat;Formalism;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000033;Germany Bayreuth Sanspareil;;Sanspariel Rock Garden;;Designed Landscapes;;;general view;current site;Germany;Bayern;Zwernitz Castle;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1744;;18th century;Neoclassical;aat;Formalism;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000034;Germany Bayreuth Sanspareil;;Sanspariel Rock Garden;;Designed Landscapes;;;general view;current site;Germany;Bayern;Zwernitz Castle;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1744;;18th century;Neoclassical;aat;Formalism;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000035;Germany Bayreuth Sanspareil;;Sanspariel Rock Garden;;Designed Landscapes;;;general view;current site;Germany;Bayern;Zwernitz Castle;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1744;;18th century;Neoclassical;aat;Formalism;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000036;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000037;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000038;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000039;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000040;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000041;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000042;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000043;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000044;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000045;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/06/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000046;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000047;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000048;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000049;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000050;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000051;Germany Muskau;;Park von Muskau;;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000052;Germany Muskau;;Park von Muskau;;Designed Landscapes;;;general view;current site;Germany;Sachsen;Bad Muskau;Foundation for Landscape Studies;7000084;Pückler-Muskau, Hermann von;German;1785-1871;landscape architect;ulan;Hermann von Pückler-Muskau;;;;;;;;;;;;;1816;;19th century;Picturesque;local;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;11/13/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000053;Germany Bayreuth Ermitage;;Eremitage;;Designed Landscapes;;;general view;current site;Germany;Bayern;Bayreuth;Foundation for Landscape Studies;7000084;Räntz, Johann David ;German;1690-1735;architect;ulan;Johann David Räntz;;;;;;;;;;;;;1715;;18th century;Rococo;aat;;;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/20/08;© Elizabeth Barlow Rogers
Hillel;2000054;Germany Berlin Tiergarten;;Tiergarten;;;;;;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/26/08;© Elizabeth Barlow Rogers
Hillel;2000055;Germany Berlin Tiergarten;;Tiergarten;Plan;Designed Landscapes;;;plan (drawing);current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/26/08;© Elizabeth Barlow Rogers
Hillel;2000056;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000057;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000058;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000059;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000060;Germany Berlin Tiergarten;;Tiergarten;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;;;;;;;;;;;;;1697;;18th century;Baroque;aat;Picturesque;aat;German;ulan;parks (recreation areas);aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000061;Germany Berlin Charlottenburg;;Charlottenburg;;Designed Landscapes;;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Godeau, Siméon;French;;landscape architect;ulan;Siméon Godeau;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;Schinkel, Karl Friedrich;German;1781-1841;architect;ulan;Karl Friedrich Schinkel;1695;;17th-18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000062;Germany Berlin Charlottenburg;;Charlottenburg;;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Godeau, Siméon;French;;landscape architect;ulan;Siméon Godeau;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;Schinkel, Karl Friedrich;German;1781-1841;architect;ulan;Karl Friedrich Schinkel;1695;;17th-18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000063;Germany Berlin Charlottenberg;;Charlottenburg;;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Godeau, Siméon;French;;landscape architect;ulan;Siméon Godeau;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;Schinkel, Karl Friedrich;German;1781-1841;architect;ulan;Karl Friedrich Schinkel;1695;;17th-18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/22/08;© Elizabeth Barlow Rogers
Hillel;2000064;Germany Berlin Charlottenberg;;Charlottenburg;;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Berlin state;Berlin;Foundation for Landscape Studies;7000084;Godeau, Siméon;French;;landscape architect;ulan;Siméon Godeau;Lenné, Peter Joseph;German;1789-1866;landscape architect;ulan;Peter Joseph Lenné;Schinkel, Karl Friedrich;German;1781-1841;architect;ulan;Karl Friedrich Schinkel;1695;;17th-18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000065;Germany Dessau Oranienbaum;;Dessau-Wörlitz Gartenreich;Oranienbaum;Designed Landscapes;Residential Buildings;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1673;;17th century;Baroque;aat;;;German;ulan;;;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000066;Germany Dessau Oranienbaum;;Dessau-Wörlitz Gartenreich;Oranienbaum;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;;;;;;;;;;;;;;;;;;;1673;;17th century;Baroque;aat;Chinoiserie;aat;German;ulan;;;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000067;Germany Dessau Worlitz Park;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000068;Germany Dessau Worlitz Park;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000069;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000070;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/23/08;© Elizabeth Barlow Rogers
Hillel;2000071;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
Hillel;2000072;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;Monuments and memorials;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
Hillel;2000073;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
Hillel;2000074;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;Monuments and memorials;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
Hillel;2000075;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
Hillel;2000076;Germany Dessau Worlitz;;Dessau-Wörlitz Gartenreich;Wörlitz Park;Designed Landscapes;Monuments and memorials;;general view;current site;Germany;Sachsen-Anhalt;Wörlitz;Foundation for Landscape Studies;7000084;Erdmannsdorff, Friedrich Wilhelm;German;1736-1800;architect;ulan;Friedrich Wilhelm Erdmannsdorff;;;;;;;;;;;;;1769;;18th century;Baroque;aat;Neoclassical;aat;German;ulan;landscape garden;aat;;;;;Rogers, Elizabeth Barlow, 1936-;Rogers, Elizabeth Barlow, 1936-;Foundation for Landscape Studies;;;12/04/07;08/24/08;© Elizabeth Barlow Rogers
